我	ngo5
十一	sap6 jat1
唯一	wai4 jat1
涼	loeng4
雞	gai1
外	ngoi6
記	gei3
其	kei4
麻	maa4
秒	miu5
參加	caam1 gaa1
食咗	sik6 zo2
癲	din1
過程	gwo3 cing4
表達	biu2 daat6
程度	cing4 dou6
同樣	tung4 joeng6
時時	si4 si4
道歉	dou6 hip3
走入	zau2 jap6
國	gwok3
憎	zang1
卡	kaa1
後生仔	hau6 saang1 zai2
十八	sap6 baat3
秘密	bei3 mat6
戶口	wu6 hau2
一係	jat1 hai6
第二個	dai6 ji6 go3
酒吧	zau2 baa1
味	mei6
肥	fei4
舖頭	pou3 tau2
保持	bou2 ci4
幾百	gei2 baak3
一面	jat1 min6
情緒	cing4 seoi5
分手	fan1 sau2
一方	jat1 fong1
整個	zing2 go3
打扮	daa2 baan6
有趣	jau5 ceoi3
一手	jat1 sau2
無端端	mou4 dyun1 dyun1
尊重	zyun1 zung6
常德	soeng4 dak1
台	toi4
肉	juk6
者	ze2
抹	mut3
教育	gaau3 juk6
歷史	lik6 si2
抽	cau1
經常	ging1 soeng4
不得	bat1 dak1
對手	deoi3 sau2
大概	daai6 koi3
四十	sei3 sap6
呆	ngoi4
法律	faat3 leot6
倒	dou2
濕	sap1
入到	jap6 dou3
示意	si6 ji3
奮	fan5
型	jing4
風	fung1
朝	ziu1
離	lei4
這	ze2
玉	juk6
蝕	sik6
進行	zeon3 hang4
恐怖	hung2 bou3
上網	soeng5 mong5
證明	zing3 ming4
要好	jiu3 hou2
性格	sing3 gaak3
隊	deoi6
好話	hou2 waa2
大哥	daai6 go1
小器	siu2 hei3
筆	bat1
報告	bou3 gou3
每個人	mui5 go3 jan4
有意	jau5 ji3
出門	ceot1 mun4
半個	bun3 go3
婆婆	po4 po2
聯絡	lyun4 lok3
二日	ji6 jat6
雨	jyu5
銀	ngan4
職	zik1
運	wan6
回	wui4
辦	baan6
文字	man4 zi6
反對	faan2 deoi3
返學	faan1 hok6
會議	wui6 ji5
律師	leot6 si1
會話	wui6 waa2
埋嚟	maai4 lai2
經歷	ging1 lik6
站	zaam6
幾點	gei2 dim2
欣賞	jan1 soeng2
意識	ji3 sik1
大力	daai6 lik6
控制	hung3 zai3
一於	jat1 jyu1
偏偏	pin1 pin1
你等	nei5 dang2
再次	zoi3 ci3
血	hyut3
隔	gaak3
依	ji1
失	sat1
新聞	san1 man4
價值	gaa3 zik6
大廈	daai6 haa6
上下	soeng6 haa6
一半	jat1 bun3
失去	sat1 heoi3
大部份	daai6 bou6 fan6
屬於	suk6 jyu1
幾大	gei2 daai6
肚餓	tou5 ngo6
文員	man4 jyun4
初初	co1 co1
首	sau2
考	haau2
流	lau4
解	gaai2
經	ging1
碟	dip6
寄	gei3
出名	ceot1 meng2
食嘢	sik6 je5
星期日	sing1 kei4 jat6
立法	laap6 faat3
合理	hap6 lei5
輕輕	hing1 hing1
見面	gin3 min6
未來	mei6 loi4
快樂	faai3 lok6
一排	jat1 paai4
耳	ji5
樣樣	joeng6 joeng6
夾	gaap3
早晨	zou2 san4
肥佬	fei4 lou2
拉住	laai1 zyu6
齊	cai4
罷	baa6
勸	hyun3
牆	coeng4
蛋糕	daan6 gou1
成績	sing4 zik1
忠	zung1
股票	gu2 piu3
互相	wu6 soeng1
做好	zou6 hou2
瞓覺	fan3 gaau3
國際	gwok3 zai3
本人	bun2 jan4
了解	liu5 gaai2
少女	siu3 neoi5
非常之	fei1 soeng4 zi1
賭	dou2
無奈	mou4 noi6
慣	gwaan3
正話	zeng3 waa6
大小	daai6 siu2
價	gaa3
梗	gang2
文章	man4 zoeng1
斬	zaam2
仁	jan4
吸引	kap1 jan5
以上	ji5 soeng6
現實	jin6 sat6
主要	zyu2 jiu3
位置	wai6 zi3
一堆	jat1 deoi1
搞錯	gaau2 co3
注意	zyu3 ji3
中間	zung1 gaan1
唔似	m4 ci5
睇過	tai2 gwo3
一口	jat1 hau2
阿叔	aa3 suk1
阻止	zo2 zi2
和	wo4
抱	pou5
傷	soeng1
奇	kei4
排	paai4
感	gam2
咯	gok3
駛	sai2
裙	kwan4
逼	bik1
傳統	cyun4 tung2
鞋	haai4
形容	jing4 jung4
失敗	sat1 baai6
好得	hou2 dak1
飲酒	jam2 zau2
一番	jat1 faan1
過份	gwo3 fan6
有可能	jau5 ho2 nang4
幾多錢	gei2 do1 cin4
接近	zip3 gan6
訊息	seon3 sik1
開口	hoi1 hau2
熟悉	suk6 sik1
我等	ngo5 dang2
晚飯	maan5 faan6
確係	kok3 hai6
契爺	kai3 je4
類	leoi6
子	zi2
議員	ji5 jyun4
米	mai5
之一	zi1 jat1
為人	wai4 jan4
藝術	ngai6 seot6
幾乎	gei1 fu4
認同	jing6 tung4
工人	gung1 jan4
會變	wui2 bin3
距離	keoi5 lei4
唔得閒	m4 dak1 haan4
做出	zou6 ceot1
樓梯	lau4 tai1
笑容	siu3 jung4
故意	gu3 ji3
惡	ok3
插	caap3
討論	tou2 leon6
老人家	lou5 jan4 gaa1
表示	biu2 si6
鎖匙	so2 si4
幾咁	gei2 gam2
使唔使	sai2 m4 sai2
收埋	sau1 maai4
廣告	gwong2 gou3
請問	cing2 man6
幸福	hang6 fuk1
神經	san4 ging1
伙記	fo2 gei3
利用	lei6 jung6
忘記	mong4 gei3
盡快	zeon6 faai3
做乜嘢	zou6 mat1 je5
露出	lou6 ceot1
身後	san1 hau6
造	zou6
格	gaak3
粵語	jyut6 jyu5
充滿	cung1 mun5
意義	ji3 ji6
太陽	taai3 joeng4
手指	sau2 zi2
概念	koi3 nim6
真心	zan1 sam1
特登	dak6 dang1
滿意	mun5 ji3
行李	hang4 lei5
大把	daai6 baa2
興奮	hing1 fan5
全無	cyun4 mou4
散	saan2
堯	jiu4
阻	zo2
色	sik1
非	fei1
咬	ngaau5
賊	caak6
樹	syu6
員工	jyun4 gung1
睇落	tai2 lok6
踩	caai2
內容	noi6 jung4
一片	jat1 pin3
殺人	saat3 jan4
理解	lei5 gaai2
出世	ceot1 sai3
對面	deoi3 min6
之類	zi1 leoi6
經驗	ging1 jim6
左右	zo2 jau6
去過	heoi3 gwo3
睇睇	tai2 tai2
自信	zi6 seon3
分開	fan1 hoi1
有一日	jau5 jat1 jat6
亂講	lyun6 gong2
叔叔	suk1 suk1
姑娘	gu1 noeng4
大班	daai6 baan1
呢處	ni1 syu3
吩咐	fan1 fu3
堆	deoi1
表	biu2
遊戲	jau4 hei3
司機	si1 gei1
中國人	zung1 gwok3 jan4
就快	zau6 faai3
去飲	heoi3 jam2
一萬	jat1 maan6
唔准	m4 zeon2
煙	jin1
有所	jau5 so2
一方面	jat1 fong1 min6
好笑	hou2 siu3
手袋	sau2 doi2
基本上	gei1 bun2 soeng6
利益	lei6 jik1
一把	jat1 baa2
上位	soeng5 wai2
利是	lei6 si6
多事	do1 si6
咪係	mai6 hai6
當日	dong1 jat6
未婚	mei6 fan1
猶豫	jau4 jyu6
科	fo1
投	tau4
滿	mun5
香	hoeng1
嗰時	go2 si4
湊	cau3
馮	fung4
講法	gong2 faat3
年代	nin4 doi6
小學	siu2 hok6
識講	sik1 gong2
事情	si6 cing4
好玩	hou2 waan2
資格	zi1 gaak3
諗法	lam2 faat3
空間	hung1 gaan1
賴	laai6
接觸	zip3 zuk1
畫面	waa2 min6
失望	sat1 mong6
老友	lou5 jau5
應付	jing3 fu6
眼光	ngaan5 gwong1
不安	bat1 on1
唔出聲	m4 ceot1 seng1
突然之間	dat6 jin4 zi1 gaan1
魚	jyu2
及	kap6
聞	man4
財	coi4
足	zuk1
瘦	sau3
欠	him3
串	cyun3
每年	mui5 nin4
事件	si6 gin2
生命	sang1 ming6
好容易	hou2 jung4 ji6
抖	dau2
八十	baat3 sap6
有用	jau5 jung6
幾千	gei2 cin1
師奶	si1 naai1
場面	coeng4 min2
感到	gam2 dou3
年青	nin4 cing1
日見	jat6 gin3
得罪	dak1 zeoi6
沖涼	cung1 loeng4
飲杯	jam2 bui1
唔知幾	m4 zi1 gei2
放過	fong3 gwo3
答應	daap3 jing3
有陣時	jau5 zan6 si4
吩	fan1
咐	fu3
鬆	sung1
牌	paai4
票	piu3
案	on3
通	tung1
餸	sung3
簡直	gaan2 zik6
頭髮	tau4 faat3
啖	daam6
唱歌	coeng3 go1
做完	zou6 jyun4
有成	jau5 sing4
我們	ngo5 mun4
手提	sau2 tai4
褲	fu3
做生意	zou6 saang1 ji3
升職	sing1 zik1
未見	mei6 gin3
下面	haa6 min6
即係話	zik1 hai6 waa6
禮貌	lai5 maau6
中環	zung1 waan4
支票	zi1 piu3
心理	sam1 lei5
廚房	cyu4 fong2
姊妹	zi2 mui6
維持	wai4 ci4
盡量	zeon6 loeng6
無事	mou4 si6
微笑	mei4 siu3
走向	zau2 hoeng3
夢	mung6
牛	ngau4
覆	fuk1
珍	zan1
壞	waai6
海	hoi2
福	fuk1
命	ming6
爸	baa1
交通	gaau1 tung1
健康	gin6 hong1
閂	saan1
分析	fan1 sik1
唔見咗	m4 gin3 zo2
法會	faat3 wui2
示威	si6 wai1
透過	tau3 gwo3
手術	sau2 seot6
五百	ng5 baak3
消失	siu1 sat1
無可	mou4 ho2
人大	jan4 daai6
正經	zing3 ging1
浪費	long6 fai3
衰仔	seoi1 zai2
想見	soeng2 gin3
震	zan3
一家人	jat1 gaa1 jan4
邊處	bin1 syu3
臨	lam4
補	bou2
招	ziu1
斷	tyun5
忍	jan2
梁	loeng4
大人	daai6 jan4
溝通	kau1 tung1
家長	gaa1 zoeng2
盤	pun4
針	zam1
發達	faat3 daat6
落地	lok6 dei6
琴晚	kam4 maan5
出口	ceot1 hau2
原則	jyun4 zak1
下晝	haa6 zau3
清潔	cing1 git3
小事	siu2 si6
高興	gou1 hing3
必要	bit1 jiu3
喺處	hai2 syu3
翻	faan1
傻仔	so4 zai2 
狀	zong6
區	keoi1
毒	duk6
慢	maan6
性	sing3
大小姐	daai6 siu2 ze2
嘍	lau1
睇吓	tai2 haa3
娶	ceoi2
手機	sau2 gei1
似乎	ci5 fu4
乾淨	gon1 zeng6
好嘢	hou2 je5
手段	sau2 dyun6
講大話	gong2 daai6 waa6
太過	taai3 gwo3
傷害	soeng1 hoi6
人情	jan4 cing4
可憐	ho2 lin4
花園	faa1 jyun2
晏晝	aan3 zau3
出賣	ceot1 maai6
出手	ceot1 sau2
丈夫	zoeng6 fu1
信心	seon3 sam1
指住	zi2 zyu6
抵	dai2
共	gung6
港	gong2
糧	loeng4
表演	biu2 jin2
文件	man4 gin2
系統	hai6 tung2
制度	zai3 dou6
方式	fong1 sik1
差啲	caa1 di1
爭取	zang1 ceoi2
港女	gong2 neoi2
刺激	ci3 gik1
玻璃	bo1 lei1
寒	hon4
冇所謂	mou5 so2 wai6
揸住	zaa1 zyu6
無視	mou4 si6
傷心	soeng1 sam1
狀態	zong6 taai3
聽見	teng1 gin3
好朋友	hou2 pang4 jau5
地址	dei6 zi2
坐監	co5 gaam1
搵錢	wan2 cin2
有辦法	jau5 baan6 faat3
歌	go1
世	sai3
錫	sek3
幫助	bong1 zo6
人物	jan4 mat6
找	zaau2
人人	jan4 jan4
全世界	cyun4 sai3 gaai3
聖誕	sing3 daan3
下個月	haa6 go3 jyut6
三日	saam1 jat6
單車	daan1 ce1
吃	hek3
唔係幾	m4 hai6 gei2
朱古力	zyu1 gu1 lik1
動作	dung6 zok3
恨	han6
年青人	nin4 cing1 jan4
等到	dang2 dou3
心諗	sam1 sam2
心目中	sam1 muk6 zung1
心目	sam1 muk6
彈	daan6
私人	si1 jan4
歡喜	fun1 hei2
若果	joek6 gwo2
廢話	fai3 waa2
感覺到	gam2 gok3 dou3
師父	si1 fu2
服侍	fuk6 si6
拜拜	baai1 baai3
春	ceon1
燈	dang1
華	waa4
城	sing4
犯	faan6
威	wai1
舉	geoi2
廳	teng1
英	jing1
圍	wai4
興	hing1
棟	dung3
設計	cit3 gai3
移民	ji4 man4
現場	jin6 coeng4
佳	gaai1
不能	bat1 nang4
適合	sik1 hap6
選舉	syun2 geoi2
立法會	laap6 faat3 wui2
複雜	fuk1 zaap6
忽然	fat1 jin4
角色	gok3 sik1
人民	jan4 man4
足球	zuk1 kau4
根據	gan1 geoi3
煲	bou1
願意	jyun6 ji3
必須	bit1 seoi1
單位	daan1 wai2
好聽	hou2 teng1
睇法	tai2 faat3
細心	sai3 sam1
減	gaam2
我的	ngo5 dik1
反正	faan2 zing3
挑	tiu1
行得	haang4 dak1
背後	bui3 hau6
真相	zan1 soeng3
會見	wui6 gin3
十六	sap6 luk6
無聊	mou4 liu4
州	zau1
按	on3
半個鐘	bun3 go3 zung1
公共	gung1 gung6
毫子	hou4 zi2
後尾	hau6 mei1
電梯	din6 tai1
開支	hoi1 zi1
阿妹	aa3 mui2
聽晚	ting1 maan5
聽晚	ting1 maan1
後話	hau6 waa6
醉	zeoi3
暗	am3
西	sai1
任	jam6
拆	caak3
出席	ceot1 zik6
大大	daai6 daai6
公開	gung1 hoi1
簽	cim1
貓	maau1
何人	ho4 jan4
好返	hou2 faan2
冇話	mou5 waa6
出奇	ceot1 kei4
第一時間	dai6 jat1 si4 gaan3
穿	cyun1
退	teoi3
預	jyu6
千	cin1
熄	sik1
掉	diu6
學習	hok6 zaap6
絲	si1
打工	daa2 gung1
公眾	gung1 zung3
旺角	wong6 gok3
底下	dai2 haa6
管理	gun2 lei5
聰明	cung1 ming4
思考	si1 haau2
自殺	zi6 saat3
檢查	gim2 caa4
唔切	m4 cit3
準時	zeon2 si4
討厭	tou2 jim3
晚晚	maan5 maan5
困難	kwan3 naan4
一對	jat1 deoi3
破壞	po3 waai6
遲啲	ci4 di1
良心	loeng4 sam1
貼	tip3
好在	hou2 zoi6
上車	soeng5 ce1
安慰	on1 wai3
去街	heoi3 gaai1
畀錢	bei2 cin2
未知	mei6 zi1
情人	cing4 jan4
勇氣	jung5 hei3
冷靜	laang5 zing6
屯門	tyun4 mun4
攬住	laam2 zyu6
語氣	jyu5 hei3
療	liu4
判	pun3
屎	si2
空	hung1
故	gu3
儲	cyu5
壞咗	waai6 zo2
動物	dung6 mat6
隔籬	gaak3 lei4
例子	lai6 zi2
主角	zyu2 gok3
得意	dak1 ji3
勤力	kan4 lik6
酒樓	zau2 lau4
摸	mo2
之內	zi1 noi6
恭喜	gung1 hei2
一輪	jat1 leon4
工廠	gung1 cong2
相識	soeng1 sik1
任何人	jam6 ho4 jan4
一眼	jat1 ngaan5
抑或	jik1 waak6
加埋	gaa1 maai4
話之	waa6 zi1
甜	tim4
大門	daai6 mun4
市	si5
能	nang4
嗎	maa3
睇嚟	tai2 lai2
塞	coi3
台灣	toi4 waan1
申請	san1 cing2
雷	leoi4
收入	sau1 jap6
失業	sat1 jip6
新年	san1 nin4
一分	jat1 fan1
識做	sik1 zou6
船	syun4
犧牲	hei1 sang1
臭	cau3
開會	hoi1 wui2
半夜	bun3 je6
一生	jat1 sang1
投訴	tau4 sou3
多少	do1 siu2
果然	gwo2 jin4
過得	gwo3 dak1
唔怪得	m4 gwaai3 dak1
阿姐	aa3 ze2
聚	zeoi6
法庭	faat3 ting4
好感	hou2 gam2
嗰日	go2 jat6
護士	wu6 si6
噚晚	cam4 maan5
好嘈	hou2 cou4
回應	wui4 jing3
落車	lok6 ce1
走過	zau2 gwo3
財政	coi4 zing3
咪住	mai5 zyu6
批	pai1
向左	hoeng3 zo2
阿姨	aa3 ji4
世伯	sai3 baak3
大衛	daai6 wai6
告	gou3
巴	baa1
咖	gaa3
萍	ping4
君子	gwan1 zi2
本地	bun2 dei6
有咗	jau5 zo2
碌	luk1
湯	tong1
明星	ming4 sing1
食物	sik6 mat6
加入	gaa1 jap6
放假	fong3 gaa3
調查	diu6 caa4
路上	lou6 soeng6
用手	jung6 sau2
婚禮	fan1 lai5
睇戲	tai2 hei3
無意	mou4 ji3
個中	go3 zung1
不及	bat1 kap6
火車	fo2 ce1
得咗	dak1 zo2
法官	faat3 gun1
眼鏡	ngaan5 geng2
印象	jan3 zoeng6
地位	dei6 wai6
改革	goi2 gaak3
網絡	mong5 lok3
何況	ho4 fong3
聽朝	ting1 ziu1
匿埋	nei1 maai4
道德	dou6 dak1
偷偷	tau1 tau1
一向都	jat1 hoeng3 dou1
提醒	tai4 seng2
號碼	hou6 maa5
乜鬼	mat1 gwai2
收聲	sau1 seng1
蘇	sou1
順便	seon6 bin2
邊一個	bin1 jat1 go3
事幹	si6 gon3
那	naa5
鬥	dau3
角	gok3
星	sing1
天下	tin1 haa6
嘆	taan3
鄉下	hoeng1 haa6
病人	beng6 jan4
使用	si2 jung6
村	cyun1
提供	tai4 gung1
北京	bak1 ging1
自動	zi6 dung6
理想	lei5 soeng2
發出	faat3 ceot1
寫字	se2 zi6
點睇	dim2 tai2
承認	sing4 jing6
直頭	zik6 tau4
一餐	jat1 caan1
講笑	gong2 siu3
公務	gung1 mou6
網球	mong5 kau4
想話	soeng2 waa6
地點	dei6 dim2
避開	bei6 hoi1
一早就	jat1 zou2 zau6
婚姻	fan1 jan1
感動	gam2 dung6
威脅	wai1 hip3
八婆	baat3 po4
交代	gaau1 doi6
一行	jat1 hang4
心急	sam1 gap1
三代	saam1 doi6
看	hon3
若	joek6
廢	fai3
目	muk6
說	seoi3
聞言	man4 jin4
私	si1
泉	cyun4
曬	saai3
薄	bok6
空氣	hung1 hei3
上堂	soeng5 tong4
商場	soeng1 coeng4
學識	hok6 sik1
一代	jat1 doi6
污糟	wu1 zou1
觀眾	gun1 zung3
日出	jat6 ceot1
這個	ze2 go3
引起	jan5 hei2
怨	jyun3
立場	laap6 coeng4
長大	zoeng2 daai6
世界上	sai3 gaai3 soeng6
廣州	gwong2 zau1
馬路	maa5 lou6
埋單	maai4 daan1
費事	fai3 si6
細妹	sai3 mui2
明知	ming4 zi1
對象	deoi3 zoeng6
對話	deoi3 waa6
暈	wan4
心中	sam1 zung1
相處	soeng1 cyu2
說服	seoi3 fuk6
打死	daa2 sei2
點都好	dim2 dou1 hou2
在場	zoi6 coeng4
姨媽	ji4 maa1
收線	sau1 sin3
寂寞	zik6 mok6
姻	jan1
晏	aan3
避	bei6
引	jan5
切	cit3
民	man4
期	kei4
醫	ji1
刻	hak1
撻	taat3
褸	leoi5
大量	daai6 loeng6
劍	gim3
很	han2
歌手	go1 sau2
時代	si4 doi6
本土	bun2 tou2
游水	jau4 seoi2
買嘢	maai5 je5
分享	fan1 hoeng2
咁上下	gam3 soeng6 haa5
六十	luk6 sap6
足夠	zuk1 gau3
犀利	sai1 lei6
專心	zyun1 sam1
十九	sap6 gau2
表面	biu2 min6
回憶	wui4 jik1
扯	ce2
一個鐘	jat1 go3 zung1
職員	zik1 jyun4
二百	ji6 baak3
大事	daai6 si6
因此	jan1 ci2
重新	cung4 san1
醫療	ji1 liu4
第時	dai6 si4
星期六	sing1 kei4 luk6
人面	jan4 min6
公務員	gung1 mou6 jyun4
秩序	dit6 zeoi6
宜家	ji4 gaa1
唔定	m4 ding6
事發	si6 faat3
右手	jau6 sau2
坦白	taan2 baak6
夫妻	fu1 cai1
有排	jau5 paai4
古怪	gu2 gwaai3
跟蹤	gan1 zung1
甩	lat1
雙	soeng1
然	jin4
沽	gu1
虹	hung4
因住	jan1 zyu6
小說	siu2 syut3
遮	ze1
截	zit6
孫	syun1
理論	lei5 leon6
男女	naam4 neoi5
標準	biu1 zeon2
睇見	tai2 gin3
組織	zou2 zik1
角度	gok3 dou6
不是	bat1 si6
借錢	ze3 cin2
弊	bai6
搵工	wan2 gung1
撈	lou4
洗手	sai2 sau2
睇電視	tai2 din6 si6
眾人	zung3 jan4
滿足	mun5 zuk1
梳化	so1 faa2
太大	taai3 daai6
餅	beng2
提起	tai4 hei2
見得	gin3 dak1
無用	mou4 jung6
順利	seon6 lei6
日本人	jat6 bun2 jan4
大都	daai6 dou1
上床	soeng5 cong4
難受	naan4 sau6
有份	jau5 fan6
乖乖	gwaai1 gwaai1
人權	jan4 kyun4
乜事	mat1 si6
走人	zau2 jan4
未婚夫	mei6 fan1 fu1
向右	hoeng3 jau6
石	sek6
此	ci2
論	leon6
物	mat6
立	laap6
合	hap6
大件	daai6 gin6
巷	hong6
浸	zam3
射	se6
人口	jan4 hau2
蠢	ceon2
做事	zou6 si6
兜	dau1
心態	sam1 taai3
三次	saam1 ci3
最高	zeoi3 gou1
一部份	jat1 bou6 fan6
民族	man4 zuk6
作出	zok3 ceot1
好正	hou2 zeng3
成長	sing4 zoeng2
跳舞	tiu3 mou5
聽聞	ting1 man4
即管	zik1 gun2
姐姐	ze2 ze2
衝動	cung1 dung6
果真	gwo2 zan1
打招呼	daa2 ziu1 fu1
順手	seon6 sau2
為止	wai4 zi2
日後	jat6 hau6
由細到大	jau4 sai3 dou3 daai6
唔該晒	m4 goi1 saai3
未曾	mei6 cang4
我人	ngo5 jan4
伯母	baak3 mou5
大笑	daai6 siu3
芹	kan4
校	gaau3
調	diu6
害	hoi6
選	syun2
專	zyun1
直	zik6
見狀	gin3 zong6
棵	fo2
乙	jyut3
總統	zung2 tung2
憑	pang4
超過	ciu1 gwo3
無數	mou4 sou3
成就	sing4 zau6
成身	seng4 san1
嫌	jim4
紅色	hung4 sik1
紀錄	gei2 luk6
部門	bou6 mun4
產生	caan2 sang1
主人	zyu2 jan4
小時	siu2 si4
心臟	sam1 zong6
三百	saam1 baak3
阿明	aa3 ming4
行路	hang4 lou6
狼	long4
大鑊	daai6 wok6
星期一	sing1 kei4 jat1
人身	jan4 san1
出事	ceot1 si6
笑話	siu3 waa2
一度	jat1 dou6
學人	hok6 jan4
保安	bou2 on1
世人	sai3 jan4
親自	can1 zi6
巴閉	baa1 bai3
在乎	zoi6 fu4
不屑	bat1 sit3
埋位	maai4 wai2
侮辱	mou5 juk6
擰轉	ning4 zyun3
溝	kau1
推開	teoi1 hoi1
膠	gaau1
吧	baa6
輕	hing1
方	fong1
候	hau6
公	gung1
趟	tong3
畸	kei1
主席	zyu2 zik6
盞	zaan2
學家	hok6 gaa1
分之	fan6 zi1
填	tin4
越嚟越	jyut6 lai4 jyut6
越嚟越	jyut6 lei4 jyut6
賠	pui4
出入	ceot1 jap6
公仔	gung1 zai2
訂	deng6
生存	sang1 cyun4
保險	bou2 him2
少年	siu3 nin4
要人	jiu3 jan4
實際上	sat6 zai3 soeng6
階段	gaai1 dyun6
出自	ceot1 zi6
集中	zaap6 zung1
計數	gai3 sou3
嘥	saai1
舊年	gau6 nin2
女性	neoi5 sing3
女性	neoi5 sing3 
事實上	si6 sat6 soeng6
陌生	mak6 sang1
左手	zo2 sau2
口氣	hau2 hei3
黑色	hak1 sik1
好事	hou2 si6
嚇親	haak3 can1
低頭	dai1 tau4
飲醉	jam2 zeoi3
不禁	bat1 gam1
笑笑口	siu3 siu3 hau2
橫掂	waang4 dim6
另一邊	ling6 jat1 bin1
打手	daa2 sau2
再一次	zoi3 jat1 ci3
慌	fong1
繩	sing4
訊	seon3
達	daat6
師	si1
別	bit6
代	doi6
用嚟	jung6 lei4
得過	dak1 gwo3
利	lei6
鄧	dang6
文學	man4 hok6
產品	caan2 ban2
攪	gaau2
抄	caau1
特首	dak6 sau2
趙	ziu6
橙	caang2
跪	gwai6
作品	zok3 ban2
阿爺	aa3 je4
身材	san1 coi4
變化	bin3 faa3
至少	zi3 siu2
好叻	hou2 lek1
合格	hap6 gaak3
下下	haa6 haa6
今時今日	gam1 si4 gam1 jat6
人心	jan4 sam1
鼓勵	gu2 lai6
形式	jing4 sik1
五千	ng5 cin1
犯法	faan6 faat3
完美	jyun4 mei5
敵人	dik6 jan4
傳媒	cyun4 mui4
幾歲	gei2 seoi3
交流	gaau1 lau4
大多	daai6 do1
阿伯	aa3 baak3
玩具	wun6 geoi6
扶	fu4
啤酒	be1 zau2
有興趣	jau5 hing3 ceoi3
下手	haa6 sau2
得了	dak1 liu5
容許	jung4 heoi2
戒指	gaai3 zi2
話晒	waa6 saai3
安樂	on1 lok6
唔好嘈	m4 hou2 cou4
早已	zou2 ji5
主意	zyu2 ji3
預算	jyu6 syun3
換衫	wun6 saam1
同班	tung4 baan1
當晚	dong1 maan5
邊位	bin1 wai2
神情	san4 cing4
侮	mou5
研	jin4
透	tau3
願	jyun6
精	zing1
社	se5
式	sik1
網	mong5
苦	fu2
吖嗱	aa1 naa4
喝	hot3
通話	tung1 waa6
部分	bou6 fan6
嬸	sam2
等於	dang2 jyu1
蘋果	ping4 gwo2
在於	zoi6 jyu1
拋	paau1
進步	zeon3 bou6
懶	laan5
手提電話	sau2 tai4 din6 waa2
更多	gang1 do1
宣傳	syun1 cyun4
沒有	mut6 jau5
出發	ceot1 faat3
痛苦	tung3 fu2
之餘	zi1 jyu4
處於	cyu2 jyu1
和平	wo4 ping4
好貴	hou2 gwai3
同情	tung4 cing4
發揮	faat3 fai1
每晚	mui5 maan5
限制	haan6 zai3
玩完	waan2 jyun4
成年	sing4 nin4
賺錢	zaan6 cin2
球場	kau4 coeng4
硬係	ngaang2 hai6
類似	leoi6 ci5
公婆	gung1 po4
全家	cyun4 gaa1
呼吸	fu1 kap1
規矩	kwai1 geoi2
獎	zoeng2
範圍	faan6 wai4
雙手	soeng1 sau2
人事	jan4 si6
等陣	dang2 zan6
聯網	lyun4 mong5
後悔	hau6 fui3
失禮	sat1 lai5
倫敦	leon4 deon1
難過	naan4 gwo3
逃避	tou4 bei6
論盡	leon6 zeon6
什麼	sam6 mo1
大波	daai6 bo1
早排	zou2 paai4
扮到	baan6 dou3
累	leoi6
私營	si1 jing4
豬	zyu1
郁	juk1
短	dyun2
黨	dong2
背	bui3
契	kai3
思	si1
動	dung6
第	dai6
衰嘢	seoi1 je5
作者	zok3 ze2
則	zak1
什	sap6
丘	jau1
晴	cing4
科學	fo1 hok6
普通話	pou2 tung1 waa2
好鬼	hou2 gwai2
萬人	maan6 jan4
即使	zik1 si2
思想	si1 soeng2
尿	niu6
難得	naan4 dak1
剪	zin2
甲	gaap3
練	lin6
大隻	daai6 zek3
入口	jap6 hau2
不同	bat1 tung4
雜誌	zaap6 zi3
下午	haa6 ng5
會考	wui6 haau2
攻擊	gung1 gik1
如何	jyu4 ho4
兩樣	loeng5 joeng6
由得	jau4 dak1
除非	ceoi4 fei1
自我	zi6 ngo5
九十	gau2 sap6
粗口	cou1 hau2
金融	gam1 jung4
身家	san1 gaa1
擁有	jung2 jau5
層樓	cang4 lau4
衝突	cung1 dat6
食晏	sik6 aan3
算好	syun3 hou2
一類	jat1 leoi6
上身	soeng6 san1
扭	nau2
唔只	m4 zi2
單純	daan1 seon4
視線	si6 sin3
反駁	faan2 bok3
沉默	cam4 mak6
璃	lei4
粉	fan2
乾	gon1
索	saak3
罰	fat6
辭	ci4
骨	gwat1
室	sat1
層	cang4
較	gaau3
主	zyu2
才	coi4
艷	jim6
工程	gung1 cing4
教授	gaau3 sau6
遊客	jau4 haak3
百分	baak3 fan6
辦公	baan6 gung1
參考	caam1 haau2
資源	zi1 jyun4
少有	siu2 jau5
謀殺	mau4 saat3
衰人	seoi1 jan4
琴日	kam4 jat6
麻雀	maa4 zoek2
某啲	mau5 di1
珍惜	zan1 sik1
夠鐘	gau3 zung1
靚女	leng3 neoi5
以往	ji5 wong5
門外	mun4 ngoi6
另一方面	ling6 jat1 fong1 min6
盡力	zeon6 lik6
近排	gan6 paai4
認錯	jing6 co3
事先	si6 sin1
唔止	m4 zi2
要點	jiu3 dim2
一一	jat1 jat1
地上	dei6 soeng6
唔妥	m4 to5
鬼佬	gwai2 lou2
輕鬆	hing1 sung1
做成	zou6 sing4
面色	min6 sik1
爭執	zang1 zap1
房門	fong2 mun4
新抱	san1 pou5
友仔	jau2 zai2
經紀	ging1 gei2
左上	zo2 soeng6
讓	joeng6
賤	zin6
監	gaam1
語	jyu5
隨	ceoi4
